id	geneSymbol	geneCoordinate
ENSG00000126860	EVI2A	chr17:29644378-29649102
ENSG00000126861	OMG	chr17:29598831-29624757
ENSG00000126870	WDR60	chr7:158649069-158749638
ENSG00000126895	AVPR2	chrX:153167785-153172820
ENSG00000126945	HNRNPH2	chrX:100663083-100669321
ENSG00000127022	CANX	chr5:179105429-179158126
ENSG00000127054	CPSF3L	chr1:1246765-1260271
ENSG00000127083	OMD	chr9:95176327-95186943
ENSG00000127314	RAP1B	chr12:69004419-69054572
ENSG00000127328	RAB3IP	chr12:70132261-70217184
ENSG00000127329	PTPRB	chr12:70910430-71031420
ENSG00000127399	LRRC61	chr7:150019528-150035439
ENSG00000127423	AUNIP	chr1:26158214-26186103
ENSG00000127463	EMC1	chr1:19541958-19578246
ENSG00000127483	HP1BP3	chr1:21068954-21114016
ENSG00000127526	SLC35E1	chr19:16660442-16683393
ENSG00000127533	F2RL3	chr19:16999471-17003617
ENSG00000127564	PKMYT1	chr16:3017825-3030740
ENSG00000127578	WFIKKN1	chr16:679039-684316
ENSG00000127580	WDR24	chr16:734422-740644
ENSG00000127603	MACF1	chr1:39546788-39953049
ENSG00000127616	SMARCA4	chr19:11071398-11176271
ENSG00000127838	PNKD	chr2:219134915-219211716
ENSG00000127870	RNF6	chr13:26706053-26796991
ENSG00000127914	AKAP9	chr7:91569981-91740187
ENSG00000127922	SHFM1	chr7:96110738-96339403
ENSG00000127948	POR	chr7:75528318-75616373
ENSG00000127951	FGL2	chr7:76822488-76829343
ENSG00000127980	PEX1	chr7:92116134-92158045
ENSG00000128016	ZFP36	chr19:39897253-39900252
ENSG00000128050	PAICS	chr4:57301707-57327734
ENSG00000128052	KDR	chr4:55944444-55991956
ENSG00000128059	PPAT	chr4:57259328-57301981
ENSG00000128191	DGCR8	chr22:20067555-20099600
ENSG00000128203	ASPHD2	chr22:26825039-26841181
ENSG00000128272	ATF4	chr22:39915500-39918891
ENSG00000128284	APOL3	chr22:36536172-36562425
ENSG00000128335	APOL2	chr22:36622056-36636200
ENSG00000128346	C22orf23	chr22:38339328-38349876
ENSG00000128567	PODXL	chr7:131184821-131243176
ENSG00000128578	STRIP2	chr7:129074074-129128440
ENSG00000128585	MKLN1	chr7:130794655-131181595
ENSG00000128594	LRRC4	chr7:127666924-127672360
ENSG00000128595	CALU	chr7:128379146-128412061
ENSG00000128609	NDUFA5	chr7:123176851-123198509
ENSG00000128641	MYO1B	chr2:192109711-192290315
ENSG00000128694	OSGEPL1	chr2:190611186-190628153
ENSG00000128699	ORMDL1	chr2:190634849-190649297
ENSG00000128829	EIF2AK4	chr15:40226147-40327997
ENSG00000128872	TMOD2	chr15:52043558-52108765
ENSG00000128918	ALDH1A2	chr15:58245422-58790265
ENSG00000128923	FAM63B	chr15:59063191-59154299
ENSG00000129003	VPS13C	chr15:62144388-62352872
ENSG00000129007	CALML4	chr15:68482843-68498617
ENSG00000129009	ISLR	chr15:74465812-74469413
ENSG00000129038	LOXL1	chr15:74218130-74244678
ENSG00000129048	ACKR4	chr3:132315881-132338011
ENSG00000129103	SUMF2	chr7:56131495-56148563
ENSG00000129116	PALLD	chr4:169418017-169849808
ENSG00000129128	SPCS3	chr4:177240915-177253596
ENSG00000129194	SOX15	chr17:7491296-7493688
ENSG00000129204	USP6	chr17:5019533-5078529
ENSG00000129221	AIPL1	chr17:6296813-6338719
ENSG00000129235	TXNDC17	chr17:6543878-6548061
ENSG00000129250	KIF1C	chr17:4901043-4931896
ENSG00000129255	MPDU1	chr17:7486647-7496307
ENSG00000129347	KRI1	chr19:10663561-10676913
ENSG00000129351	ILF3	chr19:10764737-10803293
ENSG00000129422	MTUS1	chr8:17501104-17658626
ENSG00000129534	MIS18BP1	chr14:45672193-45722943
ENSG00000129538	RNASE1	chr14:21269187-21271637
ENSG00000129595	EPB41L4A	chr5:111477938-111755213
ENSG00000129596	CDO1	chr5:115140230-115152851
ENSG00000129625	REEP5	chr5:112211884-112258436
ENSG00000129757	CDKN1C	chr11:2904243-2907311
ENSG00000129824	RPS4Y1	chrY:2709327-2800241
ENSG00000130024	PHF10	chr6:170103801-170124351
ENSG00000130066	SAT1	chrX:23801090-23804543
ENSG00000130202	PVRL2	chr19:45349232-45392685
ENSG00000130203	APOE	chr19:45408811-45412850
ENSG00000130255	RPL36	chr19:5674758-5692087
ENSG00000130304	SLC27A1	chr19:17579378-17617177
ENSG00000130338	TULP4	chr6:158733492-158933060
ENSG00000130347	RTN4IP1	chr6:107018703-107077573
ENSG00000130396	MLLT4	chr6:168227402-168372903
ENSG00000130402	ACTN4	chr19:39138089-39222423
ENSG00000130429	ARPC1B	chr7:98971672-98992624
ENSG00000130489	SCO2	chr22:50961797-50965068
ENSG00000130520	LSM4	chr19:18416840-18434284
ENSG00000130522	JUND	chr19:18390363-18392632
ENSG00000130561	SAG	chr2:234216262-234255901
ENSG00000130584	ZBTB46	chr20:62374819-62462797
ENSG00000130592	LSP1	chr11:1874000-1913697
ENSG00000130600	H19	chr11:2016206-2022900
ENSG00000130695	CEP85	chr1:26560491-26605499
ENSG00000130702	LAMA5	chr20:60882811-60942568
ENSG00000130714	POMT1	chr9:134378089-134399393
ENSG00000130723	PRRC2B	chr9:134269280-134375784
ENSG00000130724	CHMP2A	chr19:59062733-59066691
ENSG00000130733	YIPF2	chr19:11033244-11039557
ENSG00000130741	EIF2S3	chrX:24072633-24096288
ENSG00000130749	ZC3H4	chr19:47567244-47617209
ENSG00000130764	LRRC47	chr1:3696584-3713268
ENSG00000130770	ATPIF1	chr1:28562420-28573617
ENSG00000130779	CLIP1	chr12:122755779-122907379
ENSG00000130811	EIF3G	chr19:10225493-10230796
ENSG00000130816	DNMT1	chr19:10243821-10342162
ENSG00000130821	SLC6A8	chrX:152953354-152962248
ENSG00000130876	SLC7A10	chr19:33699370-33716956
ENSG00000130921	C12orf65	chr12:123717263-123742706
ENSG00000130943	PKDREJ	chr22:46651360-46659419
ENSG00000130956	HABP4	chr9:99212283-99253818
ENSG00000131013	PPIL4	chr6:149825669-149867374
ENSG00000131016	AKAP12	chr6:151560934-151679892
ENSG00000131018	SYNE1	chr6:152442619-152959136
ENSG00000131023	LATS1	chr6:149979089-150039592
ENSG00000131051	RBM39	chr20:34291331-34330434
ENSG00000131100	ATP6V1E1	chr22:18074702-18111784
ENSG00000131115	ZNF227	chr19:44711500-44741621
ENSG00000131149	GSE1	chr16:85644815-85710010
ENSG00000131171	SH3BGRL	chrX:80457242-80554246
ENSG00000131236	CAP1	chr1:40505705-40538521
ENSG00000131238	PPT1	chr1:40538179-40563575
ENSG00000131263	RLIM	chrX:73804852-73834652
ENSG00000131368	MRPS25	chr3:15083767-15107042
ENSG00000131370	SH3BP5	chr3:15296160-15383075
ENSG00000131375	CAPN7	chr3:15247459-15294625
ENSG00000131378	RFTN1	chr3:16354881-16555733
ENSG00000131389	SLC6A6	chr3:14443876-14531057
ENSG00000131400	NAPSA	chr19:50861534-50869287
ENSG00000131409	LRRC4B	chr19:51019949-51071502
ENSG00000131446	MGAT1	chr5:180217341-180242852
ENSG00000131470	PSMC3IP	chr17:40724133-40730049
ENSG00000131473	ACLY	chr17:40022961-40086995
ENSG00000131495	NDUFA2	chr5:140018125-140027570
ENSG00000131507	NDFIP1	chr5:141487870-141534205
ENSG00000131591	C1orf159	chr1:1016998-1051941
ENSG00000131626	PPFIA1	chr11:70116606-70230709
ENSG00000131634	TMEM204	chr16:1578489-1605781
ENSG00000131650	KREMEN2	chr16:3013745-3018584
ENSG00000131711	MAP1B	chr5:71402861-71505595
ENSG00000131724	IL13RA1	chrX:117861335-117928702
ENSG00000131730	CKMT2	chr5:80528904-80562416
ENSG00000131771	PPP1R1B	chr17:37782793-37793079
ENSG00000131781	FMO5	chr1:146646730-146714900
ENSG00000131849	ZNF132	chr19:58943981-58951789
ENSG00000131969	ABHD12B	chr14:51338678-51371888
ENSG00000131981	LGALS3	chr14:55590628-55612326
ENSG00000132002	DNAJB1	chr19:14625382-14640782
ENSG00000132155	RAF1	chr3:12624900-12705925
ENSG00000132205	EMILIN2	chr18:2846828-2916191
ENSG00000132294	EFR3A	chr8:132916135-133026089
ENSG00000132300	PTCD3	chr2:86333105-86369480
ENSG00000132305	IMMT	chr2:86370855-86423093
ENSG00000132313	MRPL35	chr2:86426278-86441117
ENSG00000132341	RAN	chr12:131356224-131362423
ENSG00000132356	PRKAA1	chr5:40759281-40798676
ENSG00000132361	CLUH	chr17:2592480-2616157
ENSG00000132376	INPP5K	chr17:1397665-1420382
ENSG00000132382	MYBBP1A	chr17:4441992-4459126
ENSG00000132386	SERPINF1	chr17:1665053-1681068
ENSG00000132405	TBC1D14	chr4:6910769-7035045
ENSG00000132424	PNISR	chr6:99845727-99873407
ENSG00000132434	LANCL2	chr7:55432941-55501635
ENSG00000132463	GRSF1	chr4:71681299-71705862
ENSG00000132466	ANKRD17	chr4:73938893-74124715
ENSG00000132475	H3F3B	chr17:73772315-73782174
ENSG00000132485	ZRANB2	chr1:71528774-71547180
ENSG00000132507	EIF5A	chr17:7210118-7215974
ENSG00000132522	GPS2	chr17:7214443-7219083
ENSG00000132549	VPS13B	chr8:100025294-100890008
ENSG00000132561	MATN2	chr8:98880868-99049144
ENSG00000132581	SDF2	chr17:26975174-26989407
ENSG00000132612	VPS4A	chr16:69345059-69359149
ENSG00000132622	HSPA12B	chr20:3713114-3733958
ENSG00000132688	NES	chr1:156638355-156647389
ENSG00000132716	DCAF8	chr1:160185305-160255120
ENSG00000132718	SYT11	chr1:155829100-155855190
ENSG00000132763	MMACHC	chr1:45965525-45976939
ENSG00000132780	NASP	chr1:46049318-46084766
ENSG00000132824	SERINC3	chr20:43124662-43150950
ENSG00000132842	AP3B1	chr5:77296149-77590779
ENSG00000132846	ZBED3	chr5:76367697-76383348
ENSG00000132855	ANGPTL3	chr1:63062958-63072030
ENSG00000132953	XPO4	chr13:21351269-21477387
ENSG00000132970	WASF3	chr13:27131640-27263285
ENSG00000133026	MYH10	chr17:8377323-8534279
ENSG00000133030	MPRIP	chr17:16945659-17121193
ENSG00000133048	CHI3L1	chr1:203147859-203156077
ENSG00000133104	SPG20	chr13:36875575-36944517
ENSG00000133112	TPT1	chr13:45910808-45915705
ENSG00000133114	GPALPP1	chr13:45563487-45607946
ENSG00000133142	TCEAL4	chrX:102830959-102842857
ENSG00000133193	FAM104A	chr17:71203292-71233092
ENSG00000133243	BTBD2	chr19:1985247-2035080
ENSG00000133256	PDE6B	chr4:619173-664771
ENSG00000133316	WDR74	chr11:62599614-62609481
ENSG00000133392	MYH11	chr16:15796829-15951090
ENSG00000133401	PDZD2	chr5:31639317-32111237
ENSG00000133460	SLC2A11	chr22:24198690-24228696
ENSG00000133574	GIMAP4	chr7:150264165-150271241
ENSG00000133606	MKRN1	chr7:140152640-140179569
ENSG00000133612	AGAP3	chr7:150782718-150841723
ENSG00000133641	C12orf29	chr12:88427423-88444137
ENSG00000133687	TMTC1	chr12:29653573-29937892
ENSG00000133703	KRAS	chr12:25357523-25404070
ENSG00000133706	LARS	chr5:145492401-145562423
ENSG00000133740	E2F5	chr8:86089260-86129587
ENSG00000133742	CA1	chr8:86239637-86291443
ENSG00000133789	SWAP70	chr11:9685424-9774738
ENSG00000133794	ARNTL	chr11:13297999-13409013
ENSG00000133800	LYVE1	chr11:10578313-10633436
ENSG00000133812	SBF2	chr11:9800014-10315954
ENSG00000133835	HSD17B4	chr5:118787938-118973094
ENSG00000133872	TMEM66	chr8:29920328-29940923
ENSG00000133935	C14orf1	chr14:76115934-76127732
ENSG00000133961	NUMB	chr14:73741615-73930548
ENSG00000134001	EIF2S1	chr14:67826514-67853433
ENSG00000134077	THUMPD3	chr3:9404326-9428675
ENSG00000134107	BHLHE40	chr3:5020601-5027208
ENSG00000134108	ARL8B	chr3:5163705-5222796
ENSG00000134138	MEIS2	chr15:37181206-37393704
ENSG00000134160	TRPM1	chr15:31293064-31453676
ENSG00000134186	PRPF38B	chr1:109234745-109244625
ENSG00000134202	GSTM3	chr1:110276354-110284584
ENSG00000134243	SORT1	chr1:109851992-109940773
ENSG00000134245	WNT2B	chr1:113008963-113072987
ENSG00000134250	NOTCH2	chr1:120453976-120612440
ENSG00000134255	CEPT1	chr1:111682049-111727924
ENSG00000134294	SLC38A2	chr12:46751772-46766850
ENSG00000134308	YWHAQ	chr2:9723901-9771343
ENSG00000134313	KIDINS220	chr2:8865208-8977960
ENSG00000134318	ROCK2	chr2:11319687-11488656
ENSG00000134330	IAH1	chr2:9613587-9636872
ENSG00000134333	LDHA	chr11:18415735-18430172
ENSG00000134352	IL6ST	chr5:55230723-55291021
ENSG00000134369	NAV1	chr1:201592211-201796302
ENSG00000134440	NARS	chr18:55267688-55289645
ENSG00000134453	RBM17	chr10:6130750-6159620
ENSG00000134470	IL15RA	chr10:5990655-6020350
ENSG00000134480	CCNH	chr5:86687111-86709036
ENSG00000134490	TMEM241	chr18:20776908-21018125
ENSG00000134508	CABLES1	chr18:20714328-20840631
ENSG00000134531	EMP1	chr12:13349450-13369908
ENSG00000134574	DDB2	chr11:47236293-47260967
ENSG00000134575	ACP2	chr11:47260653-47270657
ENSG00000134684	YARS	chr1:33240640-33283954
ENSG00000134697	GNL2	chr1:38032217-38061736
ENSG00000134744	ZCCHC11	chr1:52873754-53019359
ENSG00000134748	PRPF38A	chr1:52870036-52886711
ENSG00000134775	FHOD3	chr18:33877477-34360218
ENSG00000134824	FADS2	chr11:61560252-61635026
ENSG00000134851	TMEM165	chr4:56261924-56319764
ENSG00000134852	CLOCK	chr4:56293870-56413505
ENSG00000134853	PDGFRA	chr4:55095064-55164614
ENSG00000134871	COL4A2	chr13:110957959-111165574
ENSG00000134874	DZIP1	chr13:96230257-96297157
ENSG00000134884	ARGLU1	chr13:107193821-107220712
ENSG00000134899	ERCC5	chr13:103496994-103528545
ENSG00000134905	CARS2	chr13:111293559-111366150
ENSG00000134910	STT3A	chr11:125461407-125495310
ENSG00000134954	ETS1	chr11:128328456-128457653
ENSG00000134962	KLB	chr4:39408273-39453356
ENSG00000134970	TMED7	chr5:114949005-114968889
ENSG00000134982	APC	chr5:112042995-112182136
ENSG00000135046	ANXA1	chr9:75766473-75785509
ENSG00000135047	CTSL	chr9:90340234-90346508
ENSG00000135048	TMEM2	chr9:74298082-74431806
ENSG00000135049	AGTPBP1	chr9:88161255-88357144
ENSG00000135052	GOLM1	chr9:88640861-88715288
ENSG00000135090	TAOK3	chr12:118587406-118810950
ENSG00000135100	HNF1A	chr12:121416146-121440515
ENSG00000135124	P2RX4	chr12:121647460-121672109
ENSG00000135148	TRAFD1	chr12:112563105-112591607
ENSG00000135164	DMTF1	chr7:86781477-86825853
ENSG00000135185	TMEM243	chr7:86825278-86850103
ENSG00000135213	POM121C	chr7:75045866-75115748
ENSG00000135241	PNPLA8	chr7:108110666-108210310
ENSG00000135250	SRPK2	chr7:104750951-105039955
ENSG00000135272	MDFIC	chr7:114562009-114659456
ENSG00000135299	ANKRD6	chr6:90142689-90343753
ENSG00000135314	KHDC1	chr6:73950837-74020288
ENSG00000135316	SYNCRIP	chr6:86317853-86353710
ENSG00000135317	SNX14	chr6:86215014-86304074
ENSG00000135387	CAPRIN1	chr11:34073030-34122903
ENSG00000135390	ATP5G2	chr12:54026310-54071392
ENSG00000135392	DNAJC14	chr12:56214544-56224808
ENSG00000135404	CD63	chr12:56118907-56123691
ENSG00000135407	AVIL	chr12:58190959-58212687
ENSG00000135414	GDF11	chr12:56136864-56151111
ENSG00000135423	GLS2	chr12:56864536-56882398
ENSG00000135424	ITGA7	chr12:56078152-56110027
ENSG00000135436	FAM186B	chr12:49976468-49999622
ENSG00000135452	TSPAN31	chr12:58131596-58144194
ENSG00000135473	PAN2	chr12:56709807-56728037
ENSG00000135486	HNRNPA1	chr12:54673777-54681072
ENSG00000135506	OS9	chr12:58087538-58115540
ENSG00000135521	LTV1	chr6:144164281-144185149
ENSG00000135525	MAP7	chr6:136663675-136872157
ENSG00000135596	MICAL1	chr6:109765065-109787371
ENSG00000135677	GNS	chr12:65107025-65153427
ENSG00000135678	CPM	chr12:69235777-69365550
ENSG00000135679	MDM2	chr12:69201756-69239414
ENSG00000135697	BCMO1	chr16:81271853-81324947
ENSG00000135720	DYNC1LI2	chr16:66754596-66785901
ENSG00000135722	FBXL8	chr16:67193634-67198673
ENSG00000135723	FHOD1	chr16:67263090-67281761
ENSG00000135740	SLC9A5	chr16:67271386-67306293
ENSG00000135749	PCNXL2	chr1:233118981-233431659
ENSG00000135766	EGLN1	chr1:231499297-231560990
ENSG00000135821	GLUL	chr1:182350639-182361541
ENSG00000135823	STX6	chr1:180941661-180992247
ENSG00000135829	DHX9	chr1:182808304-182857086
ENSG00000135835	KIAA1614	chr1:180882090-180920950
ENSG00000135837	CEP350	chr1:179923673-180084215
ENSG00000135842	FAM129A	chr1:184759658-184943882
ENSG00000135845	PIGC	chr1:172339129-172413430
ENSG00000135862	LAMC1	chr1:182992395-183114927
ENSG00000135914	HTR2B	chr2:231972744-231990032
ENSG00000135916	ITM2C	chr2:231729154-231744163
ENSG00000135926	TMBIM1	chr2:219138715-219157509
ENSG00000135930	EIF4E2	chr2:233414562-233448554
ENSG00000135932	CAB39	chr2:231577360-231685990
ENSG00000135945	REV1	chr2:100016738-100106697
ENSG00000135956	TMEM127	chr2:96914054-96931932
ENSG00000135968	GCC2	chr2:109064817-109126071
ENSG00000136010	ALDH1L2	chr12:105413368-105478555
ENSG00000136040	PLXNC1	chr12:94542299-94701651
ENSG00000136044	APPL2	chr12:105566874-105630216
ENSG00000136048	DRAM1	chr12:102270929-102406108
ENSG00000136051	KIAA1033	chr12:105500902-105563112
ENSG00000136068	FLNB	chr3:57993927-58158182
ENSG00000136122	BORA	chr13:73301861-73330536
ENSG00000136156	ITM2B	chr13:48807094-48837263
ENSG00000136158	SPRY2	chr13:80909911-80915286
ENSG00000136160	EDNRB	chr13:78469416-78494103
ENSG00000136167	LCP1	chr13:46699855-46786206
ENSG00000136193	SCRN1	chr7:29959519-30030105
ENSG00000136205	TNS3	chr7:47314552-47622356
ENSG00000136206	SPDYE1	chr7:44040288-44049921
ENSG00000136235	GPNMB	chr7:23275386-23314927
ENSG00000136238	RAC1	chr7:6413954-6443808
ENSG00000136240	KDELR2	chr7:6485384-6524073
ENSG00000136271	DDX56	chr7:44604816-44614850
ENSG00000136279	DBNL	chr7:44084039-44109255
ENSG00000136367	ZFHX2	chr14:23989866-24025601
ENSG00000136404	TM6SF1	chr15:83775959-83813806
ENSG00000136436	CALCOCO2	chr17:46908150-46944084
ENSG00000136448	NMT1	chr17:43128778-43186584
ENSG00000136450	SRSF1	chr17:56080521-56084907
ENSG00000136457	CHAD	chr17:48541657-48546527
ENSG00000136478	TEX2	chr17:62224387-62340861
ENSG00000136490	LIMD2	chr17:61773062-61778732
ENSG00000136518	ACTL6A	chr3:179280468-179306396
ENSG00000136527	TRA2B	chr3:185633494-185656124
ENSG00000136536	MARCH7	chr2:160568800-160627738
ENSG00000136541	ERMN	chr2:158174937-158184425
ENSG00000136603	SKIL	chr3:170075266-170114823
ENSG00000136628	EPRS	chr1:220141743-220220200
ENSG00000136630	HLX	chr1:221051499-221058601
ENSG00000136631	VPS45	chr1:150039169-150117705
ENSG00000136636	KCTD3	chr1:215740535-215795349
ENSG00000136653	RASSF5	chr1:206680679-206762816
ENSG00000136699	SMPD4	chr2:130908781-130940523
ENSG00000136709	WDR33	chr2:128458396-128568961
ENSG00000136718	IMP4	chr2:131099598-131105583
ENSG00000136731	UGGT1	chr2:128848574-128953451
ENSG00000136754	ABI1	chr10:27035322-27150216
ENSG00000136758	YME1L1	chr10:27399183-27444395
ENSG00000136802	LRRC8A	chr9:131644191-131680518
ENSG00000136813	KIAA0368	chr9:114122772-114247225
ENSG00000136816	TOR1B	chr9:132565232-132573760
ENSG00000136819	C9orf78	chr9:132589369-132598342
ENSG00000136826	KLF4	chr9:110246933-110252963
ENSG00000136827	TOR1A	chr9:132575023-132586613
ENSG00000136830	FAM129B	chr9:130267418-130341468
ENSG00000136854	STXBP1	chr9:130374344-130457660
ENSG00000136859	ANGPTL2	chr9:129849411-129885362
ENSG00000136868	SLC31A1	chr9:115983608-116028874
ENSG00000136869	TLR4	chr9:120466410-120479349
ENSG00000136874	STX17	chr9:102668715-102732818
ENSG00000136877	FPGS	chr9:130556676-130576806
ENSG00000136888	ATP6V1G1	chr9:117349826-117360853
ENSG00000136891	TEX10	chr9:103064159-103115421
ENSG00000136925	TSTD2	chr9:100362162-100396162
ENSG00000136930	PSMB7	chr9:127115545-127177923
ENSG00000136936	XPA	chr9:100436991-100459839
ENSG00000136937	NCBP1	chr9:100395708-100436230
ENSG00000136938	ANP32B	chr9:100745443-100778425
ENSG00000136942	RPL35	chr9:127619959-127624460
ENSG00000136950	ARPC5L	chr9:127624209-127640203
ENSG00000136960	ENPP2	chr8:120569126-120685893
ENSG00000137033	IL33	chr9:6215605-6258183
ENSG00000137073	UBAP2	chr9:33921491-34049147
ENSG00000137076	TLN1	chr9:35696745-35732592
ENSG00000137094	DNAJB5	chr9:34989438-34999097
ENSG00000137106	GRHPR	chr9:37422463-37437187
ENSG00000137135	ARHGEF39	chr9:35658672-35676063
ENSG00000137145	DENND4C	chr9:19230233-19374339
ENSG00000137154	RPS6	chr9:19375513-19380452
ENSG00000137161	CNPY3	chr6:42896738-42907225
ENSG00000137171	KLC4	chr6:43008315-43043037
ENSG00000137177	KIF13A	chr6:17759214-17988054
ENSG00000137193	PIM1	chr6:37137779-37143402
ENSG00000137200	CMTR1	chr6:37400795-37450803
ENSG00000137203	TFAP2A	chr6:10393219-10420092
ENSG00000137266	SLC22A23	chr6:3268996-3457456
ENSG00000137288	UQCC2	chr6:33661870-33679704
ENSG00000137309	HMGA1	chr6:34204450-34214208
ENSG00000137404	NRM	chr6:30655624-30659397
ENSG00000137409	MTCH1	chr6:36935717-36954274
ENSG00000137414	FAM8A1	chr6:17600386-17612150
ENSG00000137449	CPEB2	chr4:15004098-15071977
ENSG00000137491	SLCO2B1	chr11:74811408-74917794
ENSG00000137492	PRKRIR	chr11:76060800-76092215
ENSG00000137494	ANKRD42	chr11:82904581-82971936
ENSG00000137496	IL18BP	chr11:71709387-71716961
ENSG00000137497	NUMA1	chr11:71713710-71791939
ENSG00000137500	CCDC90B	chr11:82969939-82997650
ENSG00000137573	SULF1	chr8:70378659-70573350
ENSG00000137575	SDCBP	chr8:59465283-59495619
ENSG00000137693	YAP1	chr11:101980992-102104354
ENSG00000137710	RDX	chr11:110045405-110167647
ENSG00000137726	FXYD6	chr11:117707493-117748401
ENSG00000137770	CTDSPL2	chr15:44719232-44821436
ENSG00000137776	SLTM	chr15:59171044-59226052
ENSG00000137801	THBS1	chr15:39873080-39891867
ENSG00000137822	TUBGCP4	chr15:43661219-43699493
ENSG00000137831	UACA	chr15:70946693-71056132
ENSG00000137845	ADAM10	chr15:58887203-59042377
ENSG00000137857	DUOX1	chr15:45421931-45457974
ENSG00000137868	STRA6	chr15:74471607-74504808
ENSG00000137871	ZNF280D	chr15:56922179-57210969
ENSG00000137876	RSL24D1	chr15:55472804-55489465
ENSG00000137877	SPTBN5	chr15:42140145-42186475
ENSG00000137880	GCHFR	chr15:41056018-41060106
ENSG00000137941	TTLL7	chr1:84330511-84465033
ENSG00000137942	FNBP1L	chr1:93913488-94020418
ENSG00000137959	IFI44L	chr1:79085407-79112030
ENSG00000138018	EPT1	chr2:26531215-26618959
ENSG00000138032	PPM1B	chr2:44394908-44471723
ENSG00000138039	LHCGR	chr2:48859228-48983080
ENSG00000138041	SMEK2	chr2:55774228-55846215
ENSG00000138061	CYP1B1	chr2:38293916-38337244
ENSG00000138069	RAB1A	chr2:65297635-65357440
ENSG00000138071	ACTR2	chr2:65454687-65498587
ENSG00000138079	SLC3A1	chr2:44502399-44548833
ENSG00000138080	EMILIN1	chr2:27301235-27309471
ENSG00000138081	FBXO11	chr2:48016255-48133132
ENSG00000138092	CENPO	chr2:25015805-25045445
ENSG00000138095	LRPPRC	chr2:44113447-44223344
ENSG00000138107	ACTR1A	chr10:104238786-104262682
ENSG00000138119	MYOF	chr10:95065986-95242274
ENSG00000138131	LOXL4	chr10:100007247-100028207
